Id,Link,Source,Titular,Copete,Cuerpo,Amarillismo,Falsa
70,https://www.eldizque.com/automovil-que-funciona-con-coca-cola-revolucionara-la-industria/,El Dizque,Automóvil que funciona con Coca-Cola revolucionará a la industria,,"Automóvil que funciona con Coca-Cola revolucionará a la industria
 El ingeniero mexicano Pepe ""El Tuercas"" Rodríguez, ha causado un verdadero shock dentro de la industria mexicana al presentar el primer automóvil que funciona por tracción a base de Coca-Cola.
 El invento se aprovecha de la gran cantidad de químicos que contiene la bebida, que a decir del diseñador, ""la fórmula es más compleja que la de los combustibles usados por la NASA"".
 El señor Tuercas afirma que ""El alto contenido de azúcar de la Coca-Cola asegura una liberación enorme de energía, y su contenido de cafeína puede hacer que un motor reaccione de mucha mejor forma que con la gasolina"".
 Este genio de la mecánica logró, con unos cuantos arreglos, hacer que un Vocho '*NUMBER* desarrollara una velocidad de *NUMBER* kilómetros por hora, pudiendo recorrer todo el trayecto de Monterrey al Distrito Federal con sólo una botella de *NUMBER* mililitros, lo que es un récord en cuanto a rendimiento de combustible. ""Eran las diez de la noche piloteaba mi nave. Era mi taxi un Volkswagen del año *NUMBER*"", abundó el Tuercas.
 ""De hecho, el motor puede funcionar perfectamente con Pepsi, pero da mejor rendimiento con la Coca. El mismo recorrido que hice con una de *NUMBER* de Coca, necesitó un litro de Pepsi, que aunque sigue siendo superior a la gasolina, a la larga sería más caro"".
 Por lo pronto, mencionó que está trabajando en otro proyecto para mejorar el rendimiento por medio de Cubas: ""Estoy aún en la etapa experimental, porque depende mucho de qué marca de ron utilice, si Bacardí, Baraima o Havana Club. Lo malo es que cada vez que hago pruebas, termino bebiéndome el combustible"", agregó don Tuercas.",Amarillista,Falsa
71,https://www.forbes.com.mx/hackean-spotify-y-exponen-cientos-de-cuentas-premium-otra-vez/,Forbes,Hackean Spotify y exponen cientos de cuentas premium,,"Hackean Spotify y exponen cientos de cuentas premium
 El mundo de hackers de sombrero negro es noticia de nuevo, esta vez, por la publicación en línea de cientos de cuentas de usuarios Premium de Spotify.
 La información de los usuarios apareció en tres diferentes datos en línea vuelca en Pastebin el lunes pasado. Cada página contenía direcciones de correo electrónico con sus correspondientes contraseñas para Spotify. En el caso de algunas cuentas, también incluía el país de origen, tipos de cuenta (como prime o gratuita), y las fechas de renovación de la cuenta.
 Forbes ha confirmado con más de *NUMBER* usuarios que la información de las filtraciones era la correcta, *NUMBER* de ellos también confirmaron que las contraseñas filtradas eran exclusivas de Spotify.
 Un portavoz de Spotify dijo lo siguiente acerca de la filtración: ""Monitoreamos con regularidad Pastebin y otros sitios. Cuando nos encontramos con credenciales de Spotify, primero verificamos que sean auténticas, y si lo son, inmediatamente notificamos a los usuarios afectados para que cambien sus contraseñas.""
 Sin embargo, la gran mayoría de los usuarios con los que Forbes habló no habían sido notificados por Spotify que sus datos habían sido comprometidos. La compañía dijo a los usuarios que la contactaron que sus cuentas no habían sido hackeadas y que su información estaba a salvo.
 La identidad del hacker o hackers responsables aún se desconoce. Dos de las publicaciones de datos de usuario fue tuiteada por @hacked_emails esta semana, y uno de ellos (eliminado desde entonces), contenía la siguiente firma: ""Esta mierda fue filtrada por su seguro servidor, Protocolo de Internet."" Un paquete de datos filtrados el miércoles era similar a otra fuga de información de usuarios de Spotify reportada por la revista Newsweek en noviembre, mientras que los otros dos posts eran más recientes.
 Aún no está claro cómo se obtuvieron los datos de la cuenta de Spotify. Aunque un número de esas contraseñas eran exclusivas de Spotify, podrían haber sido obtenidas por los hackers que usan un programa para descifrar diferentes combinaciones de contraseñas en lugar de un entrar al sistema de Spotify en sí.
 Los datos de las cuentas filtradas no incluían ninguna credencial de pago, pero el gran temor de los usuarios es si la información de las tarjetas de crédito también se había visto comprometida. ""No van a publicar gratis la información de las formas de pago cuando pueden venderla"", dijo una de las víctimas de la descarga de datos, que también trabaja en seguridad cibernética en Silicon Valley. ""Esto es como marketing que muestra que van a vender en el mercado negro. La mayoría de los hackeos buscan obtener un beneficio económicos, es por eso que van por servicios de alto valor como Spotify Premium. ""Las credenciales de Spotify Premium son cotizadas en la web oscuro, ya que los compradores pueden usar el servicio por un menor costo que el de la suscripción oficial.
 Spotify es el segundo servicio de streaming de música más popular en Estados Unidos, sólo después de Pandora. En junio de *NUMBER* tenía más de *NUMBER* millones de suscriptores y *NUMBER* millones de usuarios activos.",Amarillista,Verdadera
72,http://lavozpopular.com/eutamatic-la-primera-maquina-de-suicidio/,La voz popular,EUTAMATIC LA PRIMERA MÁQUINA DE SUICIDIO,,"EUTAMATIC LA PRIMERA MÁQUINA DE SUICIDIO
 Eutamatic es el nombre de la primera máquina de suicidio que se ha lanzado al mercado en la historia, en tiempos de crisis, con el balance de suicidios en auge, Eutamatic lleva para cumplir una necesidad acorde con estos tiempos.
 Todos recordamos la máquina de suicidio de Futurama, que aparecía ya en el primer capítulo de dicha serie, el fabricante tenía un curioso eslogan ""Con la humanidad desde *NUMBER*″ . En realidad han tardado unos pocos años más, pero ya tenemos con nosotros las primeras máquinas de suicidio. Un caso más de que la realidad supera a la ficción.
 Con un creciente paro, contaminación, malas noticias, violencia en las calles, malas películas en el cine (y en seriesyonkis), y el malestar generalizado, es normal que una parte de la población tienda a pensar en el suicidio por razones prácticas. ""¿Vivir para esto? Para eso no merece la pena"" es el pensamiento de muchos suicidas potenciales.
 Cómo funciona esta máquina de suicidio
 En realidad la Eutamatic no es vendida comercialmente como una máquina de suicidio, si no como un pack que incluye:
 Kit para últimas palabras: Sobre, *NUMBER* folios decorados, una pluma y un sello de cera.
 Bombona de *NUMBER* litros de monóxido de carbono.
 Máscara inhaladora.
 Tubos de conexión bombona – máscara.
 Conexión wifi para conectar tu smartphone.
 Aunque el pack no incluye ningún tipo de instrucciones, los pasos a seguir para utilizar con éxito la Eutamatic son: redacatar una bonita carta de despedida con el ""kit últimas palabras "",conectar la bombona a la máscara inhaladora por medio de los tubos incluidos en el pack, contectar tu smathphone al minicomputador integrado en la bombona y dejar que se instale la aplicación Eutamatic social broadcasting (disponible sólo para Android y iPhone, no para usuarios de otros sistemas operativos como Windows mobile), colocar la máscara sobre la cara y sentarse en un lugar cómodo, con la puerta abierta… Por último, abrir la llave de la bombona y dejarse llevar.
 Tu último tweet, automatizado
 Pese a que el modelo ""basic"" de Eutamatic no cuenta con ningún sensor de signos de vida, es capaz de saber cuándo se ha agotado el gas contenido en la bombona, en ese momento, aparece un mensaje de advertencia en el smartphone del usuario advirtiéndolo de que su último tweet va a ser enviado a través de las redes sociales para anunciar que acaba de tener lugar su deceso, si el usuario no cancela la acción, se procede al envío del último tweet desde todas las redes sociales del usuario.
 El último tweet es personalizable, puede incluir fotos -excepto en Twitter-, el mensaje por defecto es ""Hasta siempre, a mis amigos: fue un placer conoceros; a mis enemigos: que os den"" pero se recomienda cambiarlo por algo más personalizado y con alguna mención.
 La próxima versión Premium de esta máquina de suicidio incluirá un detector de signos de vida, *NUMBER* litros extra y un porcentaje de éter en la mezcla de gases, así como la posibilidad de enviar más de un mensaje en las redes sociales.
 ¿Es ilegal esta máquina de suicidio?
 Pese a lo que pueda parecer esta máquina de suicidio no es ilegal, tampoco vamos a decir que sea legal, pero la realidad es que no existe una legislación que prohíba la venta de estas máquinas. De ahí que la Eutamatic, pese a su nombre tan llamativo no se comercialice directamente como una máquina de suicidio sino como un pack de objetos curiosos.
 El fabricante de desentiende del uso que se pueda dar a su máquina, pero apoya el suicidio, así como cualquier tipo de muerte voluntaria.
 Ya sabes, si no quieres esperar al fin de la crisis… ¡Eutamatic es tu solución!",Amarillista,Falsa
73,https://www.huffingtonpost.com.mx/2017/12/02/en-la-epica-guerra-de-gatos-y-perros-los-caninos-tienen-la-ventaja_a_23293751/,HUFFPOST,"En la épica guerra de gatos y perros, los caninos tienen la ventaja",,"En la épica guerra de gatos y perros, los caninos tienen la ventaja
 Esto reveló un estudio de la Universidad de Vanderbilt en EU sobre los cerebros de estos animales.
 La ciencia no miente: los perros son más inteligentes que los gatos. Después de contar -literalmente- cada neurona de sus cerebros, un grupo de científicos encontró que los perros tienen muchas más que los lindos gatitos.
 Los científicos (que después aceptaron que son amantes de los perros, pero ignoraremos esa parte) encontraron que aunque los cerebros de los perros no son más grandes, sí tienen más del doble de células grises, que son el sello de la inteligencia.
 Los perros tienen cerca de *NUMBER* millones de neuronas corticales, mientras que los gatos tienen cerca de *NUMBER* millones.
 El estudio, de la Universidad de Vanderbilt en Estados Unidos, es el primero que cuenta minuciosamente el número de neuronas corticas en el cerebro- las encargadas de temas relacionados con pensar, planear y de comportamientos complejos.
 La profesora Suzana Herculano-Houzel, quien fue de las pioneras en cuantificar el número de neuronas en el cerebro, dijo: ""yo creo que el número total de neuronas que un animal tiene, determina la riqueza de su estado mental y su habilidad para predecir qué está por pasar a su alrededor a través de su experiencia"".
 Esta es la razón por la que tu perro sabe perfectamente qué significa que aparezcan maletas en la puerta de tu casa antes de las vacaciones.
 Esto también significa que tienen la capacidad biológica de hacer cosas mucho más complejas y flexibles con sus vidas que los gatos, a quienes parece que lo único que les importa es estar metidos en los botes de basura.
 Los científicos también observaron los cerebros de uno o dos ejemplares de cada una de las ocho especies carnívoras: hurón, mangosta, mapache, gato, perro, hiena, león y oso pardo.
 Los resultados de la investigación revelaron que el cerebro de un golden retriever tiene más neuronas que una hiena, un león o un oso pardo, a pesar de que estos tienen cerebros hasta tres veces más grandes.
 Los científicos trabajan en la teoría de que los animales domesticados tienen cerebros más pequeños que sus primos salvajes, y que los carnívoros tienen cerebros más grandes que los herbívoros.
 Esto se debe a que los mamíferos carnívoros salvajes necesitan cerebros más grandes que los herbívoros para cazar, pues rastrear presas es exigente, cognitivamente hablando, y requiere planificación.
 Los hallazgos del estudio también cuestionan la opinión prevaleciente de que los animales domesticados tienen cerebros más pequeños que sus primos salvajes.",No Amarillista,Verdadera
74,http://lavozpopular.com/facebook-permanecera-cerrado-3-dias-por-su-fusion-con-whatsapp/,La voz popular,FACEBOOK PERMANECERÁ CERRADO *NUMBER* DÍAS POR SU FUSIÓN CON WHATSAPP,,"FACEBOOK PERMANECERÁ CERRADO *NUMBER* DÍAS POR SU FUSIÓN CON WHATSAPP
 La red social Facebook y el sistema de comunicación instantánea WhatsApp cerrarán durante los días *NUMBER*, *NUMBER* y *NUMBER* de febrero debido a la adquisición de la compañía de mensajería instantánea por parte del gigante de Mark Zuckerberg.
 Facebook necesita sincronizar las funciones de ambas plataformas para hacerlas más efectivas y acercarlas, aún más, al usuario de un smartphone.
 Todo apunta a que podremos realizar llamadas gratuitas a través de WhatsApp, subir fotos que enviemos en los grupos a nuestro muro… o sincronizar las imágenes de perfil y los estados de cada contacto.
 Sin embargo, la población no está gozando de las comprensión necesaria para este tipo de fusiones y no está dispuesta a encontrarse *NUMBER* días sin sus aplicaciones más utilizadas en la red, después de comprobarlo con la caída de WhatsApp en la tarde del sábado durante *NUMBER* horas. Muchos de ellos, se pasarán a Telegram o LINE durante los días mencionados, para evitar que los días *NUMBER*, *NUMBER* y *NUMBER* de febrero se hagan más largos que nunca.
 El mundo de la tecnología y la comunicación pueden vivir una nueva era con la compra de WhatsApp por parte de Facebook. Ahora podrás ver en Facebook a qué hora se ha conectado tu amigo, dar Me Gusta en las fotos de WhatsApp y un sinfín de nuevas características.
 Éso sí, para implantar estas mejoras, será necesario el cierre de ambas plataformas durante *NUMBER* días. Si el sábado tuvimos la caída de WhatsApp… el *NUMBER* de febrero será mucho peor.",Amarillista,Falsa
75,http://www.abc.es/recreo/abci-pueblo-rechaza-campo-paneles-solares-miedo-chupar-energia-201512151416_noticia.html,ABC EL RECREO,Los habitantes de un pueblo rechazan una campo de placas solares por miedo a «chupar la energía del sol»,,"Los habitantes de un pueblo rechazan una campo de placas solares por miedo a «chupar la energía del sol»
 Los habitantes de una ciudad en Carolina del Norte, Estados Unidos, votaron en contra de la creación de una granja de paneles solares, entre otros motivos, porque temen que absorba la energía del sol y provoque cáncer
  El frigorífico inspirado en animales que funciona sin energía eléctrica
 La ciudad de Woodland, situada en el estado de Carolina del Norte, ha logrado parar los planes de creación de una granja de paneles y una de las razones que alegaron sus habitantes fue el miedo a que «chupase la energía del sol».
 Los concejales votaron en contra del proyecto que haría posible construir una planta de la compañía Strata Solar cerca de la autopista norte de la localidad, según informa News-Herald.com.
 Incluso, fueron más allá, y apoyaron una moratoria para la instalación de futuros paneles después de que los habitantes dejaran muy clara su oposición.
 Jean Mann, una antigua profesora de ciencias, explicó en el pleno que los paneles evitaban la fotosíntesis e impedían que las plantas creciesen. Según Mann, en zonas cercanas a paneles había visto que las plantas estaban marrones y muertas por la falta de luz solar. La compañía, Strata Solar negó todas estas alegaciones. «No absorben energía extra», indicó un representante de la compañía.
 Mann también hizo hincapié en el número de muertes causadas por cáncer en la zona, indicando que no había ninguna evidencia de que no estuvieran causadas por los paneles solares.
 «Vais a matar nuestra ciudad», comentó otro de los asistentes. «Toda la gente joven se va a ir».
 Sin embargo, el hecho de que la ciudad no se beneficiase económicamente porque los paneles estarían situados fuera de los límites del municipio, solo en secciones extraterritoriales fue el principal motivo.
 Así, la ciudad solo recibiría aproximadamente *NUMBER* dólares por año para el departamento de bomberos en el caso de que hubiera algún accidente en la planta.",No Amarillista,Falsa
76,http://www.bbc.com/mundo/noticias/2013/12/131212_ciencia_terremotos_registro_historia_np,BBC,La Tierra ha sufrido más megaterremotos de lo que sabíamos,,"La Tierra ha sufrido más megaterremotos de lo que sabíamos
 Image caption El terremoto de Chile de *NUMBER* fue de *NUMBER* grados en la escala de Richter, la mayor magnitud jamás registrada.
 La Tierra puede haber sufrido un mayor número de grandes terremotos que los que se tienen en el registro histórico.
 Una investigación sugiere que no hay documentación de la mitad de todos los terremotos de una magnitud mayor a los *NUMBER* grados en la escala de Richter que ocurrieron en el siglo XIX.
 Por ello, los científicos están revisando y analizando documentos históricos en busca de los temblores perdidos.
 Los hallazgos de este trabajo se presentaron en la conferencia de la Unión de Geofísica de Estados Unidos (AGU, por sus siglas en inglés), la mayor reunión anual de expertos en ciencias de la Tierra que se celebra esta semana San Francisco.
 ""En términos de estadística, hay demasiado pocos terremotos en el siglo XIX"", dijo Susan Hough, del Servicio Geológico de EE.UU. (USGS, por sus siglas en inglés).
 Los sismos de más de *NUMBER* grados causan inmensa devastación.
 Los ejemplos recientes incluyen el temblor de *NUMBER* en el Océano Índico que desató un tsunami mortífero, el poderoso terremoto de Chile en *NUMBER* y el de Japón en *NUMBER*.
 Pero, curiosamente, los desastres naturales de escala semejante no figuran en los registros anteriores al siglo XX.
 Advertencias de la historia
 Image caption Los científicos dicen que enormes terremotos como el que golpeó a Japón en *NUMBER* fueron registrados con menos frecuencia antes de *NUMBER*.
 ""Los sismómetros se desarrollaron alrededor del *NUMBER*. Tan pronto como los tuvimos, los terremotos comenzaron a parecer más grandes"", explicó Hough.
 Los investigadores utilizan documentos históricos para rastrear eventos sísmicos ocurridos previamente y evaluar su magnitud.
 Hough cree que muchos enormes terremotos se han ""perdido"" en los siglos XVIII y XIX.
 Una de las razones es que existe la suposición generalizada de que los sismos de más de *NUMBER* grados generan tsunamis significativos.
 ""Pero no siempre es el caso, y las magnitudes de algunos de estos terremotos han sido subestimadas"", dijo Hough.
 Uno de estos ""sospechosos"" es un temblor que sacudió la península de Kamchatka, en Rusia, en *NUMBER*. Se había estimado que su magnitud fue de *NUMBER* grados en la escala de Richter, pero Hough sostiene que debería ascender a *NUMBER* grados.
 Otro de los sismos subestimados es uno que golpeó las islas Antillas Menores en *NUMBER*.
 ""Este fue catalogado con una magnitud de *NUMBER* grados. Pero fue percibido en una cuarta parte del globo"", expresó Hough.
 Image caption El terremoto de Haití en *NUMBER* causó la muerte de más de *NUMBER* personas.
 Los investigadores dicen que encontrar estos terremotos perdidos es vital para entender cuándo pueden volver a ocurrir catástrofes de esa escala.
 En otro trabajo de investigación presentado en la reunión de la AGU, los científicos sostienen que han creado una base de datos de terremotos ocurridos entre los años *NUMBER* y *NUMBER*.
 Para hacerlo, y al igual que sus colegas de la USGS, el equipo de investigadores ha estado examinando documentos históricos para catalogar los sismos.
 Según Roger Musson, del Servicio Geológico de Reino Unido, esta base de datos ofrece una ""advertencia de la historia"".
 ""Por ejemplo, con el desastre de Fukushima, la gente se sorprendió por el enorme tsunami"", le dijo Musson a la BBC.
 ""Pero no debería sorprender el hecho de que allí sucediera un terremoto. Hubo un sismo muy similar en el siglo XIX"", agregó Musson.",No Amarillista,Verdadera
77,https://cnnespanol.cnn.com/2018/06/18/creo-un-sismo-artificial-la-celebracion-del-gol-de-mexico-frente-a-alemania/,CNN en español,¿Creó un sismo artificial la celebración del gol de México frente a Alemania?,,"¿Creó un sismo artificial la celebración del gol de México frente a Alemania?
 Un tuit que describía un terremoto artificial en la Ciudad de México, después de que México anotara lo que sería el gol ganador del partido en la Copa del Mundo contra Alemania, se volvió viral el domingo. Pero ni el Servicio Geológico de los EE.UU. ni el Servicio Geológico Nacional de México informaron de un sismo en la Ciudad de México ese día.
 Entonces, ¿qué pasó? ¿Celebró México tan fuerte que causó un sismo artificial?
 El evento no fue lo suficientemente grande como para medirse en magnitudes y no habría sido perceptible para la población en general, de acuerdo con el Instituto de Investigaciones Geológicas y Atmosféricas, que no es una agencia del gobierno.
 El domingo, el instituto tuiteó lecturas sismográficas que destacaban la actividad cuando los mexicanos celebraron el que sería el gol decisivo del delantero Hirving Lozano.
 Atribuyó la causa posiblemente a ""saltos masivos"" de celebración en una publicación que obtuvo más de *NUMBER* retuits.
 Al menos dos de sus sensores dentro de la Ciudad de México detectaron un movimiento sísmico durante el partido de la Copa Mundial, ""probablemente producido por la celebración masiva"", según la publicación del blog del instituto.
 Dijo que ""tales eventos no son muy grandes. Solo los equipos sismográficos sensibles (y generalmente cercanos) pueden detectar los efectos de las multitudes"".
 Entonces, los instrumentos más cercanos, por lo tanto, solo un ""muy pequeño número de sismógrafos"", pueden medir el evento, que el instituto describió como ""microregistros"".
 La publicación del blog también señaló que un evento similar ocurrió durante un juego de la NFL *NUMBER* cuando una anotación de Marshawn Lynch provocó que los fanáticos de Seattle Seahawks estallaran en celebración y eso causó que un sismómetro cercano midiera las vibraciones en lo que se llamó ""Quaast de la Bestia"".
 Los fanáticos de Seattle volvieron a sacudir las cosas en *NUMBER*, registrándose en una estación de grabación sismológica cerca del estadio de los Seahawks durante una victoria sobre los New Orleans Saints.
 Sismo o no, el entusiasmo en México se sintió por todos lados el domingo cuando los fanáticos se deleitaban con el malestar general sobre Alemania.",Amarillista,Verdadera
78,https://www.eldizque.com/apple-anuncia-el-lanzamiento-del-iphone-desechable/,El Dizque,Apple anuncia el lanzamiento del iPhone desechable,,"Apple anuncia el lanzamiento del iPhone desechable
 Una vez consumada la desincorporación de Micropple, Apple anuncio el día de hoy el lanzamiento del iPhone *NUMBER*, el cual será el primer smartphone desechable de toda la historia.
 De acuerdo a los ejecutivos de esta empresa, el iPhone *NUMBER* está pensado en los consumidores que tienen una compulsión muy fuerte por adquirir aparatos Apple lo más frecuentemente posible. Esta nueva versión no requiere de planes, tarjetas de prepago, cargadores u otro tipo de accesorio, pues cada uno de ellos viene con pila y crédito para tres horas de uso ilimitado, tras de lo cual podrá ser tirado en cualquier bote de basura, teniendo libertad para adquirir el siguiente.
 El usuario tiene la posibilidad de mantener el mismo número cada vez que adquiera uno nuevo, aunque tendrá que descargar las aplicaciones nuevamente, ""porque sabemos que eso les encanta a los usuarios"", afirmó un vocero.
 El nuevo aparato costará *NUMBER* dólares, y se espera para mediados del próximo año el iPhone *NUMBER*, que costará un dólar con cincuenta centavos, aunque sólo durará *NUMBER* minutos. ""Para los usuarios, el poder comprar un dispositivo nuevo cada media hora es su sueño dorado, y el iPhone desechable hará ese sueño realidad"".",Amarillista,Falsa
79,http://www.elruinaversal.com/2018/03/28/crean-maquina-que-puede-pasar-en-un-100-el-dolor-del-parto-al-padre/,El Ruinaversal,Crean máquina que puede pasar en un *NUMBER*% el dolor del parto al padre,,"Crean máquina que puede pasar en un *NUMBER*% el dolor del parto al padre
 Alemania.- Un grupo de ingenieros y médicos alemanes presentó a los medios la primer máquina que puede pasar ""el dolor del parto de la madre"", el aparato cuenta con tecnología de punta que transfiere al hombre (hasta en un *NUMBER*%) la sensación a la hora de dar a luz.
 Simplemente se debe conectar a la pareja un cable de microfibras eléctricas que se encuentra enlazado al aparato que regula los sensores de dolor para elegir qué porcentaje de sensación se quiere transferir al varón.
 ""Ya probamos el aparato en *NUMBER* familias. A *NUMBER* hombres les pasamos un *NUMBER*% de dolor, fue curioso porque las madres aguantaron aproximadamente *NUMBER* minutos de terribles contracciones sin desfallecer, en cambio cuando le pasamos la sensación a los padres inmediatamente se desmayaron, afortunadamente ya están bien"", dijo un médico.
 El médico también reveló que los otros *NUMBER* hombres (a quienes les pasaron el *NUMBER*% del dolor) no corrieron con la misma suerte: ""lamentablemente estos varones se encuentran en estado de coma intensivo porque no soportaron la sensación, el dolor fue tan grande que no sabemos si despertarán"", confesó.
 Gracias a este experimento los médicos ahora saben que los hombres son más sensibles por lo que estará prohibido pasarles más de un *NUMBER*% de la sensación del parto: ""simplemente no aguantan"", reveló una doctora.
 Las madres se han mostrado muy contentas por poder compartir ese dolor con los padres, y estos -aunque admiten que es insoportable- aseguran que es mucho mejor a soportar la típica frase de ""tu no eres el que tuvo que parir al bebé ¿verdad?""",No Amarillista,Falsa
80,https://www.eldizque.com/el-imss-entra-a-la-modernidad-con-la-iniciativa-de-guarderias-virtuales/,El Dizque,El IMSS entra a la modernidad con la iniciativa de guarderías virtuales,,"El IMSS entra a la modernidad con la iniciativa de guarderías virtuales
 Mikel Arriola, director general del Instituto Mexicano del Seguro Social (IMSS), convocó a los medios para anunciar la iniciativa de guarderías virtuales, en las que no será necesario que los padres lleven a sus hijos a ningún lugar, sino que serán cuidados a distancia.
 ""Al derechohabiente se le da una cámara web, unos lentes de realidad virtual, una tableta y un sistema dosificador de leche, que se encargará de proporcionarle la mamila al pequeño según sea necesario. El pequeño es monitoreado a distancia desde nuestras instalaciones, y al tiempo que nos aseguramos que se encuentra bien, en los lentes de realidad virtual se le transmitirán maratones de videos de La vaca Lola y El pollito pío para mantenerlo tranquilo"", señaló Arriola.
 El sistema estará conectado a la clínica del IMSS más cercana al domicilio. Así, al detectarse cualquier anomalía, podrán ser despachados médicos en motocicleta. ""En una emergencia, el pequeño podría ser llevado al hospital sin necesidad de interrumpir a los padres en ningún momento"", añadió el también precandidato del PRI al Gobierno de la Ciudad de México.
 Si bien hubo algunos reclamos sobre si eso promueve una dependencia de los pequeños a los aparatos electrónicos, Arriola sólo de alzó de hombros: ""De una forma u otra, el niño va a terminar siendo dependiente de los aparatos electrónicos y al Facebook. No nos hágamos tarugos"".
 Las primeras guarderías virtuales las manejará el IMSS, pero también habrá subrogadas.",No Amarillista,Falsa
81,https://haynoticia.es/lanzan-al-mercado-collar-antiparasitario-ninos5555/,Hay noticia,Lanzan al mercado un collar antiparasitario para niños,,"Lanzan al mercado un collar antiparasitario para niños La empresa Advance, fabricante de comida y artículos para mascotas, ha anunciado que la semana que viene lanzará al mercado un collar antiparasitario de uso para niños. La empresa responde así a ""una fuerte demanda que hasta el momento nadie ha satisfecho"".
 Los problemas de los niños con las liendres podrían verse por fin solucionados con el collar antiparásitos de Advance. Según las primeras informaciones, el artículo actuará contra los piojos, las pulgas y las garrapatas. Además, los niños podrán ducharse con él, por lo que la comodidad está asegurada, además de no ser tóxico para humanos.
 El Presidente del Colegio de Farmacéuticos ha acogido la idea con gran entusiasmo. ""En los colegios el problema se agudiza, pues los piojos pasan de unos niños a otros. Además, tiene una anilla de metal adosada por si algún padre o madre quiere llevar al crío atado por la calle para que no se pierda"". Por su parte, la Asociación española de madres y padres de alumnos se ha mostrado cauta y ha expresado que la solución puede ser buena pero habrá que esperar a comprobar su eficacia.",No Amarillista,Falsa
82,https://www.eldizque.com/cientificos-del-cch-vallejo-elaboran-teoria-sobre-stephen-hawking/,El Dizque,Científicos del CCH Vallejo elaboran teoría sobre Stephen Hawking.,,"Científicos del CCH Vallejo elaboran teoría sobre Stephen Hawking.
 Triste la noticia de que el físico Stephen Hawking había dejado este mundo, a la edad de *NUMBER* años. La mente mas brillante de los últimos tiempos dejó el plano terrenal para comprobar por si mismo, si Dios existe o no.
 La comunidad científica se ha unido a la pena que embarga una pérdida como la del profesor Hawking, quien fue un dedicado estudioso del tiempo, del espacio, destacando sus teorías sobre los agujeros negros.
 Alumnos del CCH Plantel Vallejo, han informado que de acuerdo a sus cálculos, el doctor Stephen Hawking no murió, sino que está atrapado en un agujero negro que se formó como resultado de la conexión de partículas subatómicas que fueron expulsadas al estallar una estrella en la nebulosa de Andrómeda.
 Según las leyes de la física cuántica, las partículas subatómicas se pueden relacionar entre ellas a distancia de manera instantánea o a velocidades superiores a la de la luz. De hecho, existen modelos que explican esta relación a partir de señales que se propagan a velocidades supralumínicas.
 El profesor Hawking se encontraba justo en el espacio interdimensional que cubrió dicha explosión, que no pudo ser en ningún momento observada por el ojo humano, pero si, con los instrumentos de medición que se tienen en ese H. Plantel del Colegio de Ciencias y Humanidades.
 Dicen los investigadores, que el proceso que vivió Hawking al momento de ser absorbido por ese agujero negro, fue como caer en un sueño muy profundo. Ya se ha iniciado la colecta correspondiente afuera del plantel en cuestión, para que puedan crear un acelerador de partículas que detecte la energía de Hawking para que una vez que coincidan las magnitudes de masa y energía en ambas dimensiones, y las partículas que conforman su cerebro estén a la aceleración correcta, puedan traer de vuelta a uno de los científicos más afamados de nuestros tiempos. Esperan que el boteo del Teletón no les impida reunir la cantidad que necesitan para construir dicho acelerador de partículas, que sería el primero en la historia de la humanidad y orgullosamente construido y diseñado por mexicanos.
 Mientras tanto, descanse en paz Stephen Hawking.",No Amarillista,Falsa
